Review,Class
"hay que ir porque es famosa pero no es linda y no tiene mucho de interesante, para mi !! ... cinco minutos y seguir con otra cosa",2
El lugar es muy bonito en pleno centro de Puebla. La comida deliciosa. Hay que pedir el mole y las chalupas y en temporada el chile en nogada. Hacer reservación.,5
El viaje es gratis si uno viene desde el metro.Nosotros nos subimos e hicimos el recorrido completo sin bajarnos de la cabina. Toma alrededor de 20 minutos.La gente que se sube es muy amable además.Muchas cabinas van llenas de turistas.Ideal para: buenas fotos y conocer Medellin desde el aire.,4
"Viajo con frecuencia a San Pedro por trabajo, no me había tocado estar en este hotel. Primera mala experiencia en esta ciudad. El personal de recepción con actitud negativa, indispuestos a ayudarte, la habitación no es para nada extraordinaria. Cama promedio, no es comoda ni nada extravagante, tampoco las almohadas.  El desayuno no viene incluido y no hay forma de incluirlo. El precio es el precio estándar de la zona, por lo que si hay otras opciones mejor tomen el Fiesta Inn Valle o el Holiday Inn.",2
"Complejo muy agradable, hermoso superficialmente--- está lejos de ser comparable con verdadero resorts de lujo como el Four Seasons o el Ritz. Disfrutamos del entretenimiento nocturno en Santurio. El personal era muy educado. Nunca vayas a la presentación. Que te mantendrá allí todo el día. La peor experiencia.",3
"La explicación de la guía fue bastante buena. Es un lugar que vale mucho la pena visitar para conocer todo lo que sucedió, desde la llegada de Grijalba.Si se visita Veracruz se debe conocer San Juan de Ulúa.",5
estaves que me quede fue bien pesia el serbicio u bo un evento y no nos arbitieron y nos metemos al la alberca y la señora puso pelotas en la albera y nos pusimos a jugar y biene la señora y le dice a la su hija que eran de ellas y no la s perestaran esa señora era murta de hambre,1
"Me alojé en el Hotel Plaza durante cuatro noches. Leidas las críticas de este foro, puedo decir que la mayor parte de las cosas son ciertas; habitaciones con olor a humedad, ruidosas, cortinas viejas y sucias, manchas y grietas en las paredes, camas muy incómodas... Puede soportarse si solo se utiliza la habitación para dormir, pero el servicio que se ofrece no está en absoluto acorde con el precio de las habitaciones. En cualquier casa particular se está más cómodo y por una cuarta parte del precio de este hotel. Dos cosas buenas; la ubicación, ya que esta en pleno parque central lo que permite ir andando a la mayor parte de los lugares turísticos, y el hall del hotel en cuyo bar hacen buenos coctails (el daikiri es como el de La floridita pero vale la mitad).  El desayuno…",2
"Leer todos los comentarios mixtas y un poco nerviosa por alojarse aquí. Déjame que te diga que a menos que son extremadamente rico y mimado atiende este hotel brillantemente para sus necesidades. No hay Wifi pero no es Cuba. Está un poco deteriorado pero no por ello debería afectar a su estancia. llegamos, pedimos una habitación con vistas. Llegamos el 24Â° piso con las vistas más impresionantes de la ciudad y el mar y no pagar extra por ello. La habitación era enorme y la cama era 6 y a 800 metros de ancho. Perdí mi esposa un par de veces en la cama. Pensamos que la captura wmust será en el buffet del desayuno, pero este fue el mejor. Hay un montón de opciones incluyendo asado de cerdo esculpido en el hueso que hizo gran abundante para sándwiches a mediodía. La ubicación era…",5
"En nuestra reciente estancia en La Habana el almuerzo en 'Mercaderes"" era uno de los buenos momentos para recordar.
buena comida, buenas bebidas, exquisitos postres en un ambiente de paz y tranquilidad.
Estamos seguros que volveremos pronto será reconocido como uno de los mejores restaurantes...cubanos. los ""malanga' aperitivos y 'mojitos' vale la pena cada CUC! Tienes que probar los platos de mariscos mezclado con frutas ...
'Gracias' a Yamil y todo el personal simpático.Más",5
"Este era el único hotel disponible durante nuestra visita, así que no teníamos otra opción. Empecemos con los pocos pros: buena ubicación, a un par de manzanas del Malecón y el hotel Nacional de Cuba, muy bonita vista, que es el edificio más alto de la Habana, nuestra habitación estaba en el piso 21. El personal en los ascensores están bien chicos y chicas siempre dispuesto a ayudar o charlar y el buffet de desayuno variado, fruta fresca (delicioso guayaba) y huevos a la orden. Aquí los contras: El personal de la recepción siempre en un mal humor y muy largas colas para todo: check-in, el check-out, cambiar dinero, etc. Habitación está en muy mal estado. No me suelo poner fotos de hoteles, pero esta vez no se merece lo que otros viajeros pueden ver por sí mismos ... cama rota…",2
"Es un hotel que resulta cómodo, en zona tranquila de La Habana, las habitaciones tienen muebles muy antiguos, no necesariamente con buena manutención, pero cumple con las comodidades necesarias para pasar un par de días en la encantadora ciudad",3
"Este fue nuestro primer viaje a Puerto Vallarta con el vuelo directo de Prince George y estaremos haciendo otra vez! Habíamos leído muchas críticas antes y después de hacer la reserva. La gente o te encanta el Samba Vallarta o parece que odian. Como la mayoría de los comentarios ir a la playa es excelente, con una agradable piscina, un montón de sillas y la número uno es el gran personal. Todos son amables y serviciales. Nos pareció que el buffet era lo típico, pero siempre había algo que nos gustaba. ni siquiera ir a la carta de los restaurantes. Si estábamos allí dos semanas en vez de una nos íbamos a encontrar el buffet repetitiva y reservar los restaurantes a la carta. El hotel es viejo y necesita algunas mejoras, el aire acondicionado era ruidoso pero nos acostumbramos después de un par de días. Nuestra habitación estaba limpia, así como el resto del complejo. Es más pequeño y está bien si no te gusta estar en un complejo más abarrotado. No es un verdadero lugar de despedida, bueno para parejas mayores y familias. En general, nos lo pasamos de maravilla con la bonita playa y el buen tiempo soleado. Buena relación calidad-precio si no estás esperando para llegar cinco estrellas por este precio, te dan lo que pagas y más! Nos gustaría volver!!",4
Muy buena música y excelente atención el personal muy amable las habitaciones muy bonitas y agradables la música en específico está muy buen debido a que el género varía si regreso sin ningún problema lo mejor,5
"Me encanta Puebla y nos visita cada año. Este año elegimos este hotel debido a su ubicación y a las críticas. No podía ser más decepcionados. El estado de las zonas comunes del establecimiento es malísimo. Las paredes y los suelos estaban sucios, rayados y mal limpiado; plantas muertas o moribundas; el mobiliario en el bar igualmente sucio y antiguo, como es el mobiliario y los cojines en el patio donde se sirve el desayuno. El servicio era irregular y se caracteriza por inexpertos camareros jóvenes y mayores, y más gente con experiencia que nunca parecía estar allí. No dar notas altas hasta las habitaciones muy limpias y el personal de limpieza, que eran los únicos que parecían saber lo que estaban haciendo. También me gustó mucho la calidad del desayuno. No me volveré a alojar_x0085_",2
"Pruebar el peor Morito de Cuba tiene un precio ...6€, te echan más agua que otra cosa,no hay sitio dentro para sentarte y el servicio sencillamente no hay,ya que tienes que pedir en la barra,el resto no se cómo es,no fuimos...",2
Siempre nos hospedamos en este hotel regularmente cada quince dias y siempre salimos satisfechos pero en esta ocasión fallaron en el servicio de limpieza y como siempre el servicio de Marcelo (mesero por las mañanas en el desayuno) fue excelente así como el personal de valer,3
"Desde 1959 se llama plaza de la Revolución en la que destaca el memorial Jose Martí desde el cual Subiebdo por unos cuc podrás ver unas vistas de la ciudad preciosas, la biblioteca nacional, varios ministerios, y como no la figura del Che en una de las fachadas de un edificio.Foto obligada con esa silueta tan famosa del Che en todo el mundo que desde el centro de la gran explanada que forma la plaza resulta llamativa.Lo malo es que queda un poco lejos del resto de las cosas, pero con las excursiones que te ofrecen al llegar a los hoteles el touroperador, o con el bus turístico que recorre la ciudad podrás disfrutar del lugar sin excusas.",4
No tiene el mejor servicio al cliente en la recepción. Tenía muchos inconvenientes con los ascensores y en general la comida no estaba tan rica.  Es un hotel que no es tan moderno como se ve en las fotografías de la pagina.,2
Estuve la semana pasada en el Hotel Parque Central y se me acercó una muchacha por cierto muy dulce y agradable de Relaciones Públicas llamada Arlen para preguntarme mi opinion sobre el hotel y su servicio y saber si necesitaba algo. Eso lo hacen los hoteles que de verdad les importan los clientes.,5
continua con la esencia con la que nació. Melià Cohiba continua siendo un buen hotel para viajes de negocio es el marco incomparable del malecón habanero. excelente ubicación con un excelente trato genuinamente cubano,4
"Instalaciones buenas , playa bonita , regular a mal servicio, fiesta de navidad limitada de 9pm a 12:30am. Cuestionable actitud ( malas formas, poca amabilidad ) de personal del hotel especialmente de meser@s en restaurantes buffet . Pedimos conversar con persona encargada pero no fué presentada y solicitudes fueron dilatadas y no fueron atendidas",3
"Restaurante con una situación ideal enfrente del Malecón. Hasta ahí lo mejor, la comida esta buena pero nada especial que justifique precios el triple de caros que lo que viene siendo normal. Nosotros fuimos porque llovia y nos quedaba cerca del hotel, pero desde luego...Más",2
"De lo mejor de La Habana. Bien todo: servicio habitación, desayuno, personal muy amable. Estupendamente situado . Estuvimos muy a gusto.Es un hotel con encanto. Lo peor una averia en el agua, pero es lo que hay.",5
"Nos alojamos aquí por 4 noches como parte de nuestra luna de miel. Ir en coche por la hermosa entrada nos pareció que estábamos en un capricho, lo equivocados que estábamos! El personal era muy desagradable de principio a fin, las habitaciones eran pequeñas, con necesidad de renovación importantes y olía a humedad. La comida es de lo peor que he probado en todo el mundo. El desayuno era últimas noches de comida de buffet, es decir, zanahorias, coliflor y pollo. Nuestro inodoro bloqueado constantemente y tomó horas para conseguir el mantenimiento para arreglarlo. Recomendaría un viaje al hotel para ver el edificio y el área del vestíbulo pero que todo!",1
"La atención es pésima, tienen un buen menú pero la ejecución es pésima, sólo
Se Preocupan por tener un buen emplatado pero no por que la comida sea rica. Ojalá Mejoren el lugar es Bonito.",1
"Hotel de 5 estrellas, en España escasamente llegaría a tres, falta de comida en los restaurantes, falta de agua, falta de limpieza y sobre todo mantenimiento del hotel desastroso, habitaciones sin aire acondicionado, cuando cortan la luz de la zona del vedado, barrio donde está ubicado, falla el agua caliente y se corta el aire acondicionado de todo el hotel, en su día seguro que fue un gran hotel, hoy no, va acorde al estado de La Habana, decrépito.",2
"Yo le daría un 5 estrellas en el hotel, las piscinas y los exuberantes jardines, pero se merece 1 estrellas por la molestia multipropiedad pesado y el servicio al cliente. Elegí un término medio.

Nos alojamos en el Grand Felicidad en 2011 Noviembre, por ser socios de RCI. Al principio nos dieron una habitación al lado de la montaña con vistas a una enorme zona de construcción. Me sorprendió y preguntaron insistentemente, en el transcurso de los próximos dos días, para disfrutar de las vistas del océano, y nos obsequiaron con una preciosa habitación con vistas a la laguna y más lejos, el océano.

El hotel: No tener en mente que el Grand Felicidad está bastante lejos de la playa y de las piscinas. No tiene restaurante o tienda. Es un hotel muy tranquilo, no vimos ningún niños allí. Hay un pequeño bar que sirve bebidas y café en el vestíbulo, este bar también tiene algunas cosas del desayuno continental (disponible por la mañana). Cerca del bar (que no es un bar tipo de sino más bien un mostrador de bar a un lado de la zona de recepción de la planta principal) hay varios muy buenos sofás y sillas para descansar. Por la noche hay a menudo alguien tocando la guitarra. Una noche tenían un arpa. es tranquilo y sofisticado.

La habitación: moderno y blanco. Este hotel no tiene ninguna latino o mexicanas ambiente tradicional. El cuarto de baño es precioso. Las baldosas de mármol en la ducha tienen fósiles de Shell incrustado en ellos. muy guay. La bañera está abierto para el dormitorio y el cuarto de baño, con persianas que cerrará por privacidad. Hay una pequeña nevera con espacio suficiente para un 6-pack, algunas botellas de agua, unos yogures, y quizás algunos pequeños trozos de fruta. Las camas y las sábanas eran muy cómodas. Hay una cafetera. Hay algunas sillas aceptables en la terraza pero nada muy cómoda.

Los jardines: Los jardines de este complejo entero son increíbles. Es como estar en un jardín botánico o la selva. Aunque mucho de a pie es necesario para ir a cualquier sitio, es una delicia caminar por los caminos conducen a través de jardines realmente increíbles.
El Grand Felicidad está situado detrás de una hermosa laguna. En el otro lado de la laguna, hacia el agua es una hermosa piscina que es generalmente muy tranquilas. Si quieres piscinas, este es el complejo para ir. Hay varios de ellos. La piscina maya Grand está más orientado hacia los niños. tiene un río lento (pero no puedes tomar una cerveza con usted mientras flota, beber cerveza, flotar, luego tome beer, ... etc. ..) Las piscinas y el lazy river serpentean su camino a través del paisaje y porque la vegetación parece bastante privado en muchos lugares. Hay varias opciones de restaurantes alrededor de las piscinas mayas Grand Place. Está a unos 5 minutos a pie de la Grand Felicidad. Una vez más, una piscina más tranquila en el agua salir hacia la playa del Grand Felicidad.

El aspecto negativo:
problemas de tiempo compartido y mentiras repetidas. Nos dijeron que como propietarios de los Grand Mayan así como de RCI (de la que somos tanto), que nos invitaron a una corta distancia, 45 minutos propietarios reuniones durante el cual nos gustaría recibir actualizaciones de RCI y podíamos hacer preguntas sobre nuestro socio. El desayuno sería en nuestro propio tiempo después si estábamos interesados. Lo comentamos como hemos obviamente (propietarios, en Pueblo Bonito Emerald Bay y el Grand Mayan, así como tener afiliación con RCI y HCI) ha sido a través de la oferta de tiempo compartido antes. No tuvimos ningún interés en oír el duro pitch nuevamente. Estábamos muy clara sobre esto. Nos han asegurado repetidamente que era para nuestras preguntas. les dijimos que teníamos citas que necesitábamos para salir a las 11:30. Por supuesto, nos dijeron exactamente lo que queríamos oír. Claro, no hay problema. Usted estará terminado el 10 a más tardar, usted puede tomar su desayuno en un día diferente si quieres. no estaremos tratando de venderte algo o te mejora. Este es un servicio como miembro activo, lo que le da la oportunidad de hacer preguntas que pueda tener, bla, bla, bla ...
llegamos para nuestra reunión en 8:30 Más de media hora más tarde, nuestra host se unieron a nosotros. Nos pidió nuevamente sobre el propósito de la reunión y el tiempo requerido y nos dijeron que la misma historia. corto, informativos. todo para nosotros. Justo!
Después de una hora de susurrando nada pero la presión de ventas en nosotros (para actualizar), nos dijeron que teníamos que dejar, esto ya había tomado más de lo que nos dijeron que lo haría. Pedimos nuestro cupón del desayuno. No, no podríamos haber que. Nos tienen que comer con el host. Estábamos muy claro desde el principio que no estábamos comprando o mejora algo. varias veces nos recuerda el anfitrión de nuestros límites de tiempo y su prometido 1. Nos sugirió que no pierda demasiado tiempo con nosotros como su tiempo fue dinero así y, de nuevo, no estábamos comprando. a las 11:30 nos dijeron que teníamos que dejar. Nuestro host se volvieron hostiles con nosotros. fue una experiencia extremadamente negativa de las mentiras frente multipropiedad mostrador nos dijeron repetidamente todo el camino a través del abuso de la host.
El cliente lo negativo del servicio:
1. Fui al restaurante a la izquierda del Grand Bliss (no recuerdo ahora). El camarero coaxes nosotros con gran variedad de opciones de menú. Estamos hambrientos. Él tiene capacidad para nosotros y Wanders fuera por un rato. Por el momento vuelve informa al nosotros cocina está cerrado y podemos tener pretzels ... Realmente? pequeño inconveniente pero molesto después del fiasco multipropiedad más temprano en el día.
2. necesitamos ir al aeropuerto en breve pero estaban un poco con hambre. Nos preguntaron cuánto tiempo llevará a conseguir un plato de camarones, explicando nuestra salida del aeropuerto. Ah, a unos 5 minutos. tenemos que comer rápido, pero que funcione. 35 minutos más tarde, nuestro camarón. Tenemos que inhalar. que conduce a la siguiente problema
3. no llevar toallas de un área de piscina a otra. No se puede volver a la zona equivocada de la piscina, a pesar del hecho de que es todo el mismo complejo. Descubrimos esto de la forma más dura. Empezamos la mañana en la piscina frente al mar. Más tarde nos trasladamos a la piscina maya Grand. No quieren malgastar perfectamente buenas toallas, nos trajo toallas con nosotros. que era la hora de ir al aeropuerto y nos dijeron que no podíamos regresar estas toallas para la piscina en frente de la piscina maya Grand toalla mostrador. prisa, que pensamos que podríamos dar nuestras toallas a la recepción en el Grand Felicidad. Este es un hotel de alta categoría después de todo y el servicio de atención al cliente se supone que es lo que es. mal. Tampoco nos pagar las toallas o volvemos a las piscinas frente al mar. Así que tuve que Sprint a través de la selva, pasando por la laguna de la piscina en frente. precioso para dar un paseo tranquilo, esto no fue divertido con un estómago lleno de gambas al ajillo en un callejón sin salida Sprint y el sol caliente. tanto para el servicio al cliente en ese caso.

construcción negativos:
Hay obras en marcha aquí. parece ser que será en curso desde hace unos años. El plan es desarrollar esto en una enorme complejo autosuficiente, con tiendas de comestibles, centros comerciales, campos de golf, etc. .. Cualquier habitación en la parte trasera de la Grand Bliss será frente a las obras. El Grand Lux (exclusivo- no nos dejaron entrar en sus piscinas o comer en sus restaurantes) también tenía problemas importantes de construcción. también fueron edificio entre la Grand Bliss y el Grand Mayan.

Gracias a una persona de la recepción nos cambiaron a una habitación muy bonita. Las piscinas eran preciosas. Los jardines son preciosos. La playa es agradable. Las habitaciones estaban limpias y de buen gusto.

Por desgracia, el personal multipropiedad y sus mentiras repetidas, presión alta y hostilidad tendentes a evitar arruinó lo que de otro modo habría sido una gran experiencia.

.",3
"Pasar por la Havana sin visitar esta plaza es como no haber ido. El Ché es el símbolo de la revolución cubana. Parada obligatoria, pero sería más interesante si hubiese algún lugar (placa) donde el turista pueda conocer brevemente los antecedentes de este lugar y los personajes que están dibujados.",3
El hotel está muy acogedor . Su estilo es colonial . La decoración está padresima . Las habitaciones están limpias  . Quizás  deberían atender  los blanco en especial las toallas . Tome una cortesía de spa  que me ofreció la terapeuta  resultando ser para mi lo mejor de mi estadía. La señora maneja una técnica muy particular y efectiva . Si toma la cortesía seguro querrá un masaje completo y buen precio . Soy afecto a los masajes y ese de verdad es único.  Igual esta exquisita la comida . Muy gentil biridiana en ofrecernos opciones de menú.  El personal es bien atento . Sin duda regresare . Mis vacaciones me ayudaron a sentirme mejor de salud . Felicidades  doña Damaris,5
"Disfrutamos de nuestra estancia en este céntrico hotel. Como con otros viajes por México, el mejor lugar para alojarse es la primera en el centro - generalmente un lugar de fácil acceso para el turismo, y una manera de presentarle a la ciudad.  Krystal tenía habitaciones muy limpias y modernas, buen servicio, y un montón de servicios de apoyo disponibles (restaurante, cafetería, bar). Por desgracia, la única noche que queríamos tomar una copa en el vestíbulo, el camarero no podría preparar: Sapphire y tonic o un Bloody Mary. Él también no podría verter una margarita. Así que parece que podría haber alguna bebida, mientras era licor de la casa con gaseosa.  Este es un buen hotel como un punto de enlace. Camas cómodas para un buen descanso nocturno. Y Ubicación de recogida super.",4
"Nos encantó Chichen!! Un paraje espectacular digno de admirar, además si vas con guía te lo explican todo a la perfección! Se aprende muchísimo, un lugar con mucho encanto!El mejor lugar de todo México para comprar souvenirs, baratísimo todo!!",5
"Como cada fin y principios de año, ofrecen una experiencia nocturna la cual consta del recorrido dentro de unos autobuses. Es buena nada fuera de lo normal.",3
"Es parte del servicio de metro Medellín, así que toca un propósito muy práctico para las comunidades aquí. Una vez aquí el turista tiene hermosas vistas de la ciudad, que es bastante atractivo. No hay otra manera de conseguir esta visión a corto de un viaje en avión. No hay estación de esquí al final, así que está todo en el viaje.Una ventaja es que las góndolas están conectados a todo el sistema de metro. Se puede llegar fácilmente y se puede ir prácticamente a cualquier otro sitio de la ciudad.",5
"Como regalo de 15 años para mi hija, decidimos adquirir el paquete todo incluido que ofrece el hotel Cartagena Plaza. Es un hotel de mucha tradición en Cartagena, el cual está catalogado como 4 estrellas, y por ello nos decidimos por este hotel.  El ambiente es muy agradable,  las instalaciones aunque ya tienen bastantes años, son cómodas, la atención es excelente (hago una mención especial al camarero Elkin Madrid quien se esmeró en brindarnos la mejor atencion) la comida es muy buena en cuanto a variedad y calidad. No le doy calificacion perfecta porque tiene unas oportunidades de mejora,  como son el mantenimiento de los ascensores,  el manejo de entrega de snacks y cócteles que solo se hacía en el bar de la piscina el cual es muy pequeño y generaba aglomeración de personas…",4
"El lugar es espectacular, la comida exquisita y el servicio excelente!!!! Todo súper recomendable. Muchísimas felicidades y todo el éxito del mundo",5
"Las habitaciones tienen una década sin mantenimiento, especialmente el servicio. Las salas de reuniones para negocios están en un muy cerrar el lugar.  Está muy bien ubicado, a sólo una manzana de Montejo Avenue y Salvador Alvarado Stadium (para hacer jogging).  Justo en frente está el hotel Intercontinental.",2
bastante regular. menú limitado. Tenía pasta que no era muy sabroso. bastante barato. Mi esposa tenía algo con camarones y lo disfrutamos.,3
"Este hotel es precioso. Los jardines y el vestíbulo son maravillosos. Entonces vas a tu habitación. Las habitaciones necesitan reformas. Hay el olor a moho y el humo. El aire acondicionado no era aceptable, ruidoso y no mantener la humedad baja. Las habitaciones estaban muy limpias, así como más establecimientos públicos en Cuba. El servicio es excelente",2
"Un paseo de 2,5 kms a la orilla de un río (no sé si artificial o natural) que se pueden devolver en barca. Como las temperaturas en agosto en Monterrey son muy altas, se recomiendo este paseo cuando el sol ya se encuentra en retirada, así se disfruta más.",4
"Hace poco pasé una noche en el Tropicana. Hermoso lugar y espectáculo pero bastante caro. Los precios han subido otra 5 CUC (pesos cubanos convertibles), así que los billetes son ahora 75,85 o 95, pero aún así vale la pena por la historia de este lugar, solo. Estos precios no incluyen comida o transporte al club. recibirá una pinta de el ron Havana Club, un par de latas de coca-cola, hielo, entre 2 personas y un pequeño plato de queso y carne. Creo que los hombres recibieron un puro y aunque indicaba que mujeres recibimos una flor, no. Nos dijeron que llegar temprano, ya que no había asiento reservado en la sección para que usted compra su billete. Llegamos temprano, pero los ujieres intentó Stick nosotros en lugares que no está a la altura de lo que habíamos pagado, así que continuó insistiendo en que se mueven y finalmente conseguimos escaños que eran aceptables. parecía que los ujieres estaban buscando unos cuantos más pesos, si saben a qué me refiero.aun así, recomendaría este espectáculo para cualquiera que vaya a La Habana, pero para mí una vez era suficiente.",4
"Mojitos a un precio desorbitado. Lugar pequeño, con más fama que encanto.lleno a todas horas. Hay sitios en la Habana más interesantes y menos turísticos. en definitiva, una turistada.",2
"Es un jardín hermoso y bien cuidado yo diría el corazón de Guanajuato, es indispensable pasar unos minutos en sus sillas o bien escuchar la música de los restaurantes aledaños.",5
"Es un lugar histórico muy bien conservado, sólo cuidado con los guías pues hay uno que dice ser certificado y cambia toda la historia oficial, fuera de eso muy bueno.",2
me encanto el jardin interno del museo. me llamo la atencion tantas esculturas y pinturas de gordos jajajaj aunq la mejor fue la monalisa gorda,5
El mesero German Hernández proporcionó excelentes recomendaciones de bebidas y platillos. El postre de campechanas está increíble. Sin duda espero visitarlos en su próxima sucursal en Guadalajara.,5
Nada que ver a no ser que seas un nostálgico comunista y quieres recordad los grandes discursos que se dieron en ella.,2
"Elegante avenida aparentemente tipo belle epoque expresión de la internacionalizacion post colonial. No es fundamental visitarla, no hay grandes atractivos puntuales. Destaca por romeper con la estructura urbana de damero predominante.",3
"Este restaurante era digno de visitar, pero ya dejo de ser lo que era, un buen restaurante. Los precios medios no justifican la mala comida q dan. El servicio lento. Ya con la apertura de muchos restaurantes privados no vale la pena ir a comer...Más",2
"Todos los servicios fueron excelente, desde nuestra llegada la atención de Yadira fue muy buena y oportuna. Mis nieta Abril fue quien más disfrutó de todos los servicios del hotel y de los animales q hay en el hotel. Piscinas ok y la atención de todos impecable. El desayuno muy bueno ",5
"Está muy bien. Durante sus vacaciones en el extranjero, cada ciudad tiene su antigua catedral para visitar. Es mejor ir el domingo a las 11 de la mañana para ver la catedral en acción durante el domingo, y escuchar la hermosa cantando.",4
"Esta fortaleza de finales del s.XVIII,  se contruyó después de la ocupación inglesa de la ciudad para prevenir la invasión terrestre, es una obra de arte de la ingeniería militar de la época. Con una potencia de fuego impresionante domina el puerto de la Habana , la bahía y toda la ciudad.Un lugar con vistas preciosas sobre los principales monumentos de la Habana,  Malecón, Vedado etc, ideal para hacer fotos.Al caer la noche se celebra diariamente la ceremonia del cañonazo, con la que quedaba cerrada la ciudad y el puerto.",4
"La subida a Monserrate caminando es un poco dura y se requiere de buen físico, aunque todos lo pueden intentar.Hay que tener ropa cómoda, de deporte preferiblemente, lo bueno es que después de tanto ""sacrificio"" se disfruta de una hermosa vista de la ciudad de Bogotá.La otra opción es subir en teleférico o funicular.Delicioso caldo de costilla para desayunar, el tamal no me gustó mucho.",5
"Es muy triste que mi hotel favorito en Cartagena , el cual preferia por tener playa del hotel , ya no tenga ni una silla para sentarse en la playa y peor aun no permiten a los trabajadores de la zona alquilar sillas o carpas en frente del hotel, ese era uno de los mayores atractivos para nuestra familia y amigos elegir este lugar como nuestro sitio favorito para ir fines de semana o temporadas cortas . Creo que no volveremos al menos que sepamos que hay servicio de playa frente al hotel",3
"El parque fundidiora es para una tarde o noche de caminata. Está padre ir despacio por el parque, ver la antigua fundidora, dar una vuelta en la rueda de la fortuna, de donde se aprecia una vista hermosa de monterrey y sus montes. Si sigues caminando llegas a Santa Lucía. ",4
"Hotel agradable en el medio de los años 50 pero muy caro. Puedes conseguir un buen aire y ser una quinta parte del precio. El hotel está limpio y céntrico, y el personal es muy eficiente y amable. Encontrará la mayoría de las comodidades que necesitas, pero Wi Fi es irregular en el bes.",4
"perder una oportunidad! muy buena ubicación, maravilloso edificio (exterior), el resto de olvidar.  extremadamente arrogante gente en la recepción, después de haber escrito que hubieran aceptado pagos de Visa, se negaron, me empujó a tomar efectivo todos los días de cajero automático.  El desayuno es horrible, incluso cuando se compara con las que puedes tener en un muy modesto ""casa particular""  Incluso la tan celebrada terraza es totalmente desatendidos: sin almohada en la vieja sillas de madera, no hay servicio de bar  Las habitaciones son muy viejos y polvorientos. los baños son decadentes.  La única opción lamento haber hecho sobre mi viaje a Cuba",2
"La mejor atención, muy amable y siempre pendiente de lo que queríamos o necesitábamos. Recomiendo mucho el lugar. 🥰🥰",5
"Estoy de acuerdo con lo que ha dicho todo el mundo, el hotel no está mal por la Habana las normas y el personal se esfuerzan para atenderle. Sin embargo, es importante manejar las expectativas. El edificio en sí mismo es impresionante si un poco destartalado en algunas zonas pero las vidrieras es una vista para contemplar. Las camas son 'dura' y las sábanas un poco gris, pero si se tiene en cuenta que el agua es entregado por camión, éste se convierte en comprensible. El desayuno es bastante pobre para los estándares europeos, con un montón de moscas, que es un poco desconcertante. Un consejo es que si te apetece una siesta asegúrate de que no están en el último piso justo al lado del bar de la azotea.",3
"Este era uno de mis restaurantes favoritos, siempre que podía recomendaba el luegar. Así que sin dudar invité a mi familia a desayunar, vaya que fue una decepción, muchos errores en una mesa de cuatro personas, mi madre pidió picaditas y estaban frias, mi tía...Más",3
"yo subi en el funicular, el precio me parecio muy caroo... el teleférico estaba en mantenimiento. No es la gran cosa la verdad, yo lo veo mas como un lugar para pasar en familia. la vista es hermosa, pero no invita a quedarse mucho tiempo hay.",3
"De los mejores hoteles en los que me he quedado (tal vez en mi top 3). Cumplió 100 años este hotel por lo que en su lobby presenta un mini-museo que muestra parte de su historia en un siglo de recibir huéspedes. Se muestran vajillas, mobiliario antigui, cartas de personajes célebres que se han quedado en este hotel, asi como una reproducción de una habitación de principios de siglo. Su lobby y recepción están en un gran salon muy amplio con una escalinata como de pelicula. Muy sobrio y clásico aunque para mi gusto algo oscuro el lobby. En cuanto a las habitaciones limpias muy, muy amplias, techos altos, silenciosas, camas confortables. Excelente vista en las 2 habitaciones en que me quedé (2do piso y 5to piso) pidan con vista a Av. Constitucion. Lo mejor es su restaurant,_x0085_",5
"Una aventura excepcional, aunque un poco cansada la bajada y subida. Realmente un espectacular paseo.",4
"Recién llegamos a La Habana cenamos en este sitio, bien decorado, distinto a lo que ves en España, la atención normal, pero caro para lo que es, la calidad no es decepcionante para lo que comimos durante el resto de la semana pero el precio...Más",2
"Es precioso, hay mucho que ver, visitar y buen gusto. Esta es una visita obligada. Tiene mucha historia. Hay un montón de restaurantes en esta zona. Es un lugar para visitar durante el día y por la noche, verá dos ambientes muy diferentes, ambos son impresionantes!",4
"Tuvimos unos días muy bonitos en el hotel, la gran variedad de piscinas hacen que se puedan pasar muy agradables momentos en familia.  El buffet de desayuno es excelente con una variedad adecuada.  Gracias",4
"Hotel en deterioro de su infraestructura y calidad. Habitaciones viejas con goteras, comida costos y pésima calidad. En eventos que toque asistir al centro de convenciones del hotel y se presente por ejemplo lluvias Nadir colabora para ver cómo trasladarse ni un paraguas se prestan y el personal es muy desinteresado",2
"Experiencia general: mezclado  un montón de los servicios prometidos (e. g. Transporte hacia el centro de la ciudad, transporte al aeropuerto) no existen (! ! ! ), los recepcionistas son o servicial ni educados!  Las habitaciones bungalow (zona de mayores) están bien (muy grande, pero anticuada) y bastante limpio (servicio de la habitación está bien y amable). Las camas son muy duras. . Así tuvimos algunas noches despertarse de herir a espaldas. . .  La comida (el desayuno) era buena, los cócteles en los bares y en el vestíbulo eran muy buenos.  Hay varios pequeños espectáculos por la noche y puede reservar excursiones.",2
Una plaza llena de historia. Un clásico de Cuba visitar la plaza de la Revoluvión y todos los edificios aledaños. Además de aprovechar para andar en los Chevrolet del 57 o los cocotaxi,5
"Un lugar muy limpio ordenado hermoso con áreas amplias que vale la pena disfrutar en familia un momento, primera vez que lo visito pero vale la pena acudir.",3
